"created_at","reference","mid","bank_mid","partner_id","merchant_name","payment_type","card_issuer","bank_acquirer","card_scheme","card_number","currency","transaction_amount","paying_amount","mdr_percent","mdr_deduction","vat_amount","withholding_tax","term_month","int_rate (%)","int_absorb_by","interest","interest_vat","mdr","status","approval_code","order_id","description","promotion_code","bank_reference","approved_at","settled_at","voided_at","field_1","field_2","field_3","field_4","field_5"
"19/01/2021 13:24:17","20210119132417589926","2496610311","401043343536001","1608538965","DIGIO TEST","INSTALLMENT","KBANK","KBANK","MASTERCARD","523962******0264","THB","80000.0000",,0.8,,,,10,0.8,"M",,,0.8,"VOIDED",,"199902934","","","chrg_test_20632cae4ec5436f643778f4d742b62cdede9","","","19/01/2021 13:26:36","","","","",""
"19/01/2021 13:23:01","20210119132301317613","2496610311","401043343536001","1608538965","DIGIO TEST","INSTALLMENT","KBANK","KBANK","MASTERCARD","523962******0264","THB","75000.0000",,0.8,,,,10,0.8,"M",,,0.8,"FAILED",,"13312310045","","","20210119132301317613","","","","","","","",""
"19/01/2021 13:18:25","20210119131825425994","4223188154","401043343538001","1608538965","DIGIO TEST","INSTALLMENT","KBANK","KBANK","MASTERCARD","523962******0264","THB","50000.0000",,0.8,,,,7,0.8,"M",,,0.8,"APPROVED",,"123331321","","","chrg_test_2063560fdddc4806a4cae82d7e86df5e2fded","19/01/2021 13:19:09","","","","","","",""
"19/01/2021 12:35:34","20210119123534983425","0388675541","401043343536001","1594811095","Milk Shop","INSTALLMENT","KBANK","KBANK","MASTERCARD","540488******0006","THB","7262.0000","6803.5499",3.5,"254.1700","17.7919","7.6251",3,0.8,"M","174.2880","12.2002",3.5,"APPROVED","wFaePN","Oder100536140","","","card_test_octopus_20210119053541283","19/01/2021 12:35:42","","","","","","",""
"19/01/2021 12:31:21","20210119123121502694","0388675541","401043343536001","1594811095","Milk Shop","INSTALLMENT","KBANK","KBANK","MASTERCARD","540488******0006","THB","854200.0000",,3.5,,,,3,0.8,"M",,,3.5,"CANCELED",,"Oder100053","","","card_test_octopus_20210119053127748","","","","","","","",""
"19/01/2021 12:27:09","20210119122709566685","0388675541","401043343536001","1594811095","Milk Shop","INSTALLMENT","KBANK","KBANK","MASTERCARD","540488******0006","THB","352.0000","329.7782",3.5,"12.3200","0.8624","0.3696",3,0.8,"M","8.4480","0.5914",3.5,"APPROVED","SBnYPD","Oder1000352","","","card_test_octopus_20210119052716297","19/01/2021 12:27:18","","","","","","",""
"19/01/2021 12:26:41","20210119122641614787","0388675541","401043343536001","1594811095","Milk Shop","INSTALLMENT","KBANK","KBANK","MASTERCARD","540488******0006","THB","336.0000","314.7883",3.5,"11.7600","0.8232","0.3528",3,0.8,"M","8.0640","0.5645",3.5,"APPROVED","guLxKv","Oder1000336","","","card_test_octopus_20210119052647875","19/01/2021 12:26:49","","","","","","",""
"19/01/2021 12:18:05","20210119121805380206","0388675541","401043343536001","1594811095","Milk Shop","INSTALLMENT","KBANK","KBANK","MASTERCARD","540488******0006","THB","900.0000","843.1830",3.5,"31.5000","2.2050","0.9450",3,0.8,"M","21.6000","1.5120",3.5,"APPROVED","LxRRmB","Oder1000900","","","card_test_octopus_20210119051811895","19/01/2021 12:18:13","","","","","","",""
"19/01/2021 12:15:46","20210119121546334205","0388675541",,"1594811095","Milk Shop","INSTALLMENT",,,,,"THB","99100.0000",,3.5,,,,,,"M",,,3.5,"PENDING",,"Oder10099100","","",,"","","","","","","",""
"19/01/2021 12:11:13","20210119121113023294","0388675541","401043343536001","1594811095","Milk Shop","INSTALLMENT","KBANK","KBANK","MASTERCARD","540488******0006","THB","900.0000",,3.5,,,,3,0.8,"M",,,3.5,"PENDING",,"test7888","","","card_test_octopus_20210119051149190","","","","","","","",""
"19/01/2021 12:06:36","20210119120636631212","0388675541","401043343536001","1594811095","Milk Shop","INSTALLMENT","KBANK","KBANK","MASTERCARD","540488******0006","THB","8000.0000",,3.5,,,,3,0.8,"M",,,3.5,"PENDING",,"3456","","","card_test_octopus_20210119050736143","","","","","","","",""
"19/01/2021 12:05:13","20210119120513512755","0388675541","401043343536001","1594811095","Milk Shop","INSTALLMENT","KBANK","KBANK","MASTERCARD","540488******0006","THB","99000.0000",,3.5,,,,3,0.8,"M",,,3.5,"PENDING",,"Oder10099000","","","card_test_octopus_20210119050519746","","","","","","","",""
"19/01/2021 12:04:13","20210119120413081740","0388675541",,"1594811095","Milk Shop","INSTALLMENT",,,,,"THB","567.0000",,3.5,,,,,,"M",,,3.5,"PENDING",,"order234567","","",,"","","","","","","",""
"19/01/2021 10:16:37","20210119101637869729","2496610311",,"1608538965","DIGIO TEST","INSTALLMENT",,,,,"THB","2000.0000",,0.8,,,,,,"M",,,0.8,"CANCELED",,"1231003123","Hello test123","Test123",,"","","","","","","",""
"19/01/2021 10:14:43","20210119101443205559","2496610311",,"1608538965","DIGIO TEST","INSTALLMENT",,,,,"THB","2000.0000",,0.8,,,,,,"M",,,0.8,"CANCELED",,"123100023","Hello test123","Test123",,"","","","","","","",""
"18/01/2021 17:28:27","20210118172827988762","2496610311","401043343536001","1608538965","DIGIO TEST","INSTALLMENT","KBANK","KBANK","MASTERCARD","523962******0264","THB","35.0000",,0.8,,,,4,0.8,"M",,,0.8,"APPROVED",,"123333121","test test aum","test aum","chrg_test_20632d57f06e2439e475f85fda246cfe69f6f","18/01/2021 17:31:24","","","","","","",""
"18/01/2021 13:57:00","20210118135700655153","0388675541","401043343536001","1594811095","Milk Shop","INSTALLMENT","KBANK","KBANK","MASTERCARD","540488******0006","THB","1000.0000","936.8700",3.5,"35.0000","2.4500","1.0500",3,0.8,"M","24.0000","1.6800",3.5,"APPROVED","FwvBoT","1234","","","card_test_octopus_20210118065818697","18/01/2021 13:58:28","","","","","","",""
"18/01/2021 13:53:10","20210118135310397156","2990118921","401012343536001","1608538965","DIGIO TEST","FULL","KBANK","KBANK","MASTERCARD","523962******0264","THB","25.0000",,0,,,,0,0,,,,0,"APPROVED",,"123333121","","","chrg_test_2063216c4ba78c2c8438d854061fcb2f5656d","18/01/2021 16:18:28","","","","","","",""
"18/01/2021 13:32:43","20210118133243426094","2990118921","401043343536001","1608538965","DIGIO TEST","FULL","KBANK","KBANK","MASTERCARD","523962******0264","THB","20.0000",,0,,,,0,0,,,,0,"FAILED",,"12333312","","","20210118133243426094","","","","","","","",""
"18/01/2021 13:15:59","20210118131559769489","2990118921","401043343536001","1608538965","DIGIO TEST","FULL","KBANK","KBANK","MASTERCARD","523962******0264","THB","10.0000",,0,,,,0,0,,,,0,"FAILED",,"1002031","","","20210118131559769489","","","","","","","",""
"18/01/2021 13:15:06","20210118131506618952","2496610311",,"1608538965","DIGIO TEST","INSTALLMENT",,,,,"THB","10.0000",,0.8,,,,,,"M",,,0.8,"CANCELED",,"10000203","","",,"","","","","","","",""
"18/01/2021 13:01:15","20210118130115691500","2990118921",,"1608538965","DIGIO TEST","FULL",,,"UNIONPAY",,"THB","10000.0000",,0,,,,,,,,,0,"PRE_AUTHORIZED",,"2232313312","","","chrg_test_20632e191da0c056e480c9ec944d70fdbb897","","","","","","","",""
"18/01/2021 11:52:23","20210118115223494173","2990118921","401043343536001","1608538965","DIGIO TEST","FULL","KBANK","KBANK","MASTERCARD","523962******0264","THB","1000.0000",,0,,,,0,0,,,,0,"FAILED",,"223231311232","","","20210118115223494173","","","","","","","",""
"18/01/2021 11:51:43","20210118115143365500","2990118921","401043343536001","1608538965","DIGIO TEST","FULL","KBANK","KBANK","MASTERCARD","514950******0000","THB","1000.0000","1000.0000",0,"0.0000","0.0000","0.0000",0,0,,"0.0000",,0,"VOIDED","DppZF7","2231311232","","","card_test_octopus_20210118045209232","18/01/2021 11:52:13","","19/01/2021 10:22:43","","","","",""
"18/01/2021 11:50:42","20210118115042445020","0388675541","1000011957","1594811095","Milk Shop","INSTALLMENT","SCB","SCB","VISA","454852******0008","THB","160.0000","149.8992",3.5,"5.6000","0.3920","0.1680",3,0.8,"M","3.8400","0.2688",3.5,"APPROVED","XlAS3f","MD008","","","card_test_octopus_20210118045058025","18/01/2021 11:51:03","","","","","","",""
"18/01/2021 11:50:36","20210118115036348315","2990118921","401043343536001","1608538965","DIGIO TEST","FULL","KBANK","KBANK","MASTERCARD","523962******0264","THB","1000.0000",,0,,,,0,0,,,,0,"FAILED",,"223131123","","","20210118115036348315","","","","","","","",""
"18/01/2021 11:48:38","20210118114838001355","2455454288","401043343536001","1594811095","Milk Shop","FULL","SCB","KBANK","VISA","454852******0008","THB","20.0000","20.0000",0,"0.0000","0.0000","0.0000",0,0,,"0.0000",,0,"APPROVED","pogg5A","MD007","","","card_test_octopus_20210118044915894","18/01/2021 11:49:47","","","","","","",""
"18/01/2021 11:46:11","210118114696368","0056759462","010555503769380","1608538965","DIGIO TEST","QR_PP_TAG30","TMB","TMB",,,"THB","1500.0000","1500.0000",0,"0.0000","0.0000","0.0000",,,,"0.0000",,0,"APPROVED","IHPaPu","123144423","","","1610945203478561","18/01/2021 11:46:43","","","","","","",""
"18/01/2021 11:44:41","20210118114441855207","0388675541","1000011957","1594811095","Milk Shop","INSTALLMENT","SCB","SCB","VISA","454852******2321","THB","150.0000",,3.5,,,,3,0.8,"M",,,3.5,"FAILED",,"MD006","","",,"","","","","","","",""
"18/01/2021 11:43:56","20210118114356466385","0388675541",,"1594811095","Milk Shop","INSTALLMENT",,,,,"THB","140.0000",,3.5,,,,,,"M",,,3.5,"PENDING",,"MD005","","",,"","","","","","","",""
"18/01/2021 11:41:17","20210118114117331331","0388675541","000401374","1594811095","Milk Shop","INSTALLMENT","KTC","KTC","VISA","430445******0002","THB","130.0000",,3.5,,,,3,0.55,"M",,,3.5,"PENDING",,"MD004","","","card_test_octopus_20210118044217304","","","","","","","",""
"18/01/2021 11:40:42","210118114015320","0056759462","010555503769380","1608538965","DIGIO TEST","QR_PP_TAG30","TMB","TMB",,,"THB","2500.0000",,0,,,,,,,,,0,"PENDING",,"1231444412","","",,"","","","","","","",""
"18/01/2021 11:39:39","20210118113939011770","0388675541","1000011957","1594811095","Milk Shop","INSTALLMENT","SCB","SCB","VISA","454852******2321","THB","120.0000",,3.5,,,,3,0.8,"M",,,3.5,"PRE_AUTHORIZED",,"MD003","","",,"","","","","","","",""
"18/01/2021 11:38:19","20210118113819626943","2455454288","401043343536001","1594811095","Milk Shop","FULL","SCB","KBANK","VISA","454852******2321","THB","10.0000",,0,,,,0,0,,,,0,"FAILED",,"MD002","","","20210118113819626943","","","","","","","",""
"18/01/2021 11:36:36","20210118113636857708","4223188154","401043343538001","1608538965","DIGIO TEST","INSTALLMENT","KBANK","KBANK","MASTERCARD","523962******0264","THB","1500.0000",,0.8,,,,6,0.8,"M",,,0.8,"VOIDED",,"1233311121","","","chrg_test_20635a4639082d40d4d66805a38b4810c6343","18/01/2021 11:36:53","","18/01/2021 11:37:49","","","","",""
"18/01/2021 11:35:02","20210118113502369766","2990118921","401043343536001","1608538965","DIGIO TEST","FULL","KBANK","KBANK","MASTERCARD","523962******0264","THB","1500.0000",,0,,,,0,0,,,,0,"FAILED",,"123331112","","","20210118113502369766","","","","","","","",""
"18/01/2021 11:31:52","20210118113152802880","2455454288",,"1594811095","Milk Shop","FULL",,,,,"THB","100.0000",,0,,,,,,,,,0,"PENDING",,"321","","",,"","","","","","","",""
"18/01/2021 11:30:46","20210118113046840159","2455454288","401043343536001","1594811095","Milk Shop","FULL","SCB","KBANK","VISA","454852******0008","THB","110.0000","110.0000",0,"0.0000","0.0000","0.0000",0,0,,"0.0000",,0,"APPROVED","V2illu","MD001","","","card_test_octopus_20210118043205606","18/01/2021 11:32:19","","","","","","",""
"18/01/2021 11:28:32","20210118112832037204","0388675541",,"1594811095","Milk Shop","INSTALLMENT",,,,,"THB","200.0000",,3.5,,,,,,"M",,,3.5,"PENDING",,"123","","",,"","","","","","","",""
"18/01/2021 11:22:40","20210118112240916761","2990118921","401043343536001","1608538965","DIGIO TEST","FULL","KBANK","KBANK","MASTERCARD","540488******0006","THB","3000.0000","3000.0000",0,"0.0000","0.0000","0.0000",0,0,,"0.0000",,0,"APPROVED","LsKY9H","100201212","TESTTTT","TEST123","card_test_octopus_20210118042252319","18/01/2021 11:22:57","","","","","","",""
"18/01/2021 11:20:42","20210118112042165487","2990118921","401043343536001","1608538965","DIGIO TEST","FULL","KBANK","KBANK","MASTERCARD","523962******0264","THB","3000.0000",,0,,,,0,0,,,,0,"FAILED",,"1002012","TESTTTT","TEST123","20210118112042165487","","","","","","","",""
"18/01/2021 11:19:33","20210118111933349463","2990118921",,"1608538965","DIGIO TEST","FULL",,,,,"THB","3000.0000",,0,,,,,,,,,0,"PENDING",,"100200212","TESTTTT","TEST123",,"","","","","","","",""
"18/01/2021 11:07:36","20210118110736831705","2496610311","1000011957","1608538965","DIGIO TEST","INSTALLMENT","SCB","SCB","VISA","454852******0008","THB","2000.0000","1863.0400",0.8,"16.0000","1.1200","0.4800",7,0.8,"M","112.0000","7.8400",0.8,"FAILED","EfQj6F","1002002","TESTTTT","TEST123","card_test_octopus_20210118040753032","18/01/2021 11:07:57","","","","","","",""
"18/01/2021 10:22:56","20210118102256541933","2496610311",,"1608538965","DIGIO TEST","INSTALLMENT",,,,,"THB","4000.0000",,0.8,,,,,,"M",,,0.8,"CANCELED",,"5234440034","","",,"","","","","","","",""
"18/01/2021 10:22:13","20210118102213204089","2496610311",,"1608538965","DIGIO TEST","INSTALLMENT",,,,,"THB","3000.0000",,0.8,,,,,,"M",,,0.8,"CANCELED",,"124124123","","",,"","","","","","","",""
"18/01/2021 10:21:25","20210118102125767717","2496610311",,"1608538965","DIGIO TEST","INSTALLMENT",,,,,"THB","1000.0000",,0.8,,,,,,"M",,,0.8,"CANCELED",,"1010102002","","",,"","","","","","","",""
"18/01/2021 10:18:17","20210118101817866576","2496610311","401043343536001","1608538965","DIGIO TEST","INSTALLMENT","KBANK","KBANK","MASTERCARD","523962******0264","THB","2000.0000",,0.8,,,,4,0.8,"M",,,0.8,"FAILED",,"12341240012","","","chrg_test_206322c845d23ef0f4bd8ac9b04dd508d2169","","","","","","","",""
"14/01/2021 15:21:45","20210114152145847228","0388675541","1000011957","1594811095","Milk Shop","INSTALLMENT","SCB","SCB","VISA","454852******0008","THB","130.0000",,3.5,,,,3,0.8,"M",,,3.5,"PENDING",,"WD004","","","card_test_octopus_20210114082153000","","","","","","","",""
"14/01/2021 15:18:42","20210114151842987242","0388675541","000401374","1594811095","Milk Shop","INSTALLMENT","KTC","KTC","VISA","430445******0002","THB","120.0000",,3.5,,,,3,0.55,"M",,,3.5,"PENDING",,"WD003","","","card_test_octopus_20210114081850031","","","","","","","",""
"14/01/2021 15:15:26","20210114151526676379","0388675541",,"1594811095","Milk Shop","INSTALLMENT",,,,,"THB","1900.0000",,3.5,,,,,,"M",,,3.5,"REQUESTED",,"111","","",,"","","","","","","",""
"14/01/2021 15:13:46","20210114151346032635","0388675541","000401374","1594811095","Milk Shop","INSTALLMENT","KTC","KTC","VISA","430445******0002","THB","110.0000","103.9385",3.5,"3.8500","0.2695","0.1155",3,0.55,"M","1.8150","0.1271",3.5,"APPROVED","J5ZDpB","WD002","","","card_test_octopus_20210114081445990","14/01/2021 15:14:57","","","","","","",""
"14/01/2021 14:39:29","20210114143929806668","0388675541","401043343536001","1594811095","Milk Shop","INSTALLMENT","KBANK","KBANK","MASTERCARD","540488******0006","THB","100.0000","91.1190",3.5,"3.5000","0.2450","0.1050",6,0.8,"M","4.8000","0.3360",3.5,"APPROVED","gmACjn","WD001","","","card_test_octopus_20210114074539914","14/01/2021 14:45:52","","","","","","",""
"14/01/2021 14:35:22","20210114143522014517","1529534429",,"1582527117","PornprapaShop","INSTALLMENT",,,,,"THB","4000.0000",,2,,,,,,"M",,,2,"PENDING",,"145002","","",,"","","","","","","",""
"08/01/2021 18:13:31","20210108181331581066","2410824669","240008","1605156482","Magento2","INSTALLMENT","BAY","BAY","MASTERCARD","546848******5864","THB","3500.0000",,1.5,,,,4,0,"M",,,1.5,"APPROVED","181358","192840913508","","","NsD0009425","08/01/2021 18:13:58","","","","","","",""
"08/01/2021 18:01:25","20210108180125206864","2410824669","240008","1605156482","Magento2","INSTALLMENT","BAY","BAY","MASTERCARD","546848******5864","THB","3500.0000",,1.5,,,,6,0,"M",,,1.5,"APPROVED","180150","192840913509","","","NsD0009424","08/01/2021 18:01:50","","","","","","",""
"08/01/2021 17:58:33","20210108175833696331","2410824669",,"1605156482","Magento2","INSTALLMENT",,,,,"THB","3500.0000",,1.5,,,,,,"M",,,1.5,"PENDING",,"192840913512","","",,"","","","","","","",""
"08/01/2021 17:55:16","20210108175516456873","2410824669",,"1605156482","Magento2","INSTALLMENT",,,,,"THB","3500.0000",,1.5,,,,,,"M",,,1.5,"PENDING",,"19284091351","","",,"","","","","","","",""
